,Unnamed: 0,Time,LON,LAT,Temperature above oceans,Air density above oceans,Max wave height,Swell period,Wind wave period,Wave period,Sea surface temperature,Combined wind waves and swell height,Swell height,Wind wave height,Surface pressure,Draught,Width,Length,SOG,COG,Heading,Wind Speed,Current Speed,True Wind Direction,True Current Direction,True Swell Direction,True Wind Wave Direction,True Wave Direction,True North Wind Direction,True North Current Direction
19,19,2021-01-01 19:00:00,12.6837953,55.31466151,275.5429688,,,,,,,,,,100653.3125,5.021507566,24,158,17.13216266,299.2649574,297.0041924,2.114902714,0.195875393,132.3896741,121.3534359,,,,69.39386648596563,58.35762823145837
20,20,2021-01-01 20:00:00,12.3234742,55.44480693,274.8361816,1.267701149,,,,,277.8317871,,,,100523.25,5.017636974,24,158,13.24756098,288.1647877,261.4653287,1.355415102,0.016703624,162.0409418,179.5304331,,,,63.506270547904855,
23,23,2021-01-01 23:00:00,12.39649911,55.40888889,275.7402344,1.26835537,0.392375648,3.281131744,3.395301819,3.276981354,278.6567383,0.213887274,0.213531494,0.005706787,100731.3125,5.019318868,24,158,14.76892726,121.5135065,120.9144998,1.96541843,0.016703624,34.65857392,39.918738,70.39047763,96.83764127,70.41745517,86.2559258646209,
24,24,2021-02-01 00:00:00,12.55815396,55.34536737,275.6643066,1.269827843,0.367671072,3.237737656,3.41934967,3.212713242,278.6567383,0.201766968,0.199554443,0.013916016,100793.0,4.846489697,24,158,17.6380479,123.4722611,122.9086375,2.035838015,0.141913423,16.08242456,54.84643618,69.61147354,99.71229126,70.03972671,-73.17378702239589,68.06220136360905
25,25,2021-02-01 01:00:00,13.00914109,55.23620592,276.5476074,1.264184952,0.523996055,3.121803284,1.953041077,2.87033844,279.5458984,0.290663421,0.255126953,0.13671875,100891.4375,4.835395257,24,158,18.17445545,101.5163092,100.645083,3.24759163,0.105343654,5.171395978,38.94952336,115.0743079,167.8304419,123.5457129,-74.18352105950474,-40.40539367371036
26,26,2021-02-01 02:00:00,13.60171329,55.18043804,276.5551758,1.265247345,0.659787118,3.17079258,2.095863342,2.930314064,279.8006592,0.362990141,0.302001953,0.185302734,100896.9375,4.847287314,24,158,18.477997,98.46318126,97.18224137,3.162733033,0.010751289,9.251392404,8.638321243,116.0930882,176.9486485,129.4299718,-73.56636622420687,-74.17943738736294
27,27,2021-02-01 03:00:00,14.0956291,55.13834999,276.784668,1.265342712,0.777761042,3.453475952,2.614417076,3.294418335,279.8120117,0.419300258,0.380310059,0.143768311,100962.875,4.836677862,24,158,18.37597648,99.06400136,97.9290899,3.57508947,0.041556156,2.082233531,82.73392917,107.8895289,156.0922369,114.367129,-84.15314363424282,0.6630197168515201
28,28,2021-02-01 04:00:00,14.56226967,55.09682264,277.0827637,1.263822556,0.970518768,3.665061951,1.961341858,3.519798279,279.8989258,0.516771555,0.482055664,0.160766602,100921.375,4.848356419,24,158,14.00482822,124.7600709,103.7567244,4.083828483,0.052237122,13.33584023,24.51172641,102.7909898,178.0766801,107.2082872,-89.57911579968241,-51.73154915971633
40,40,2021-02-01 16:00:00,14.4767728,55.14104451,276.0825195,1.276828766,0.540048957,3.138738632,2.087172508,3.02472496,279.8989258,0.294076085,0.281790167,0.073608398,101549.75,5.289393507,24,158,16.5965621,295.2424584,292.1056298,3.163073579,0.036696274,103.6172429,81.01139283,67.79709711,80.41376218,62.96352473,8.488386934977182,31.094237002117428
41,41,2021-02-01 17:00:00,14.02722663,55.2208583,275.3857422,1.281129837,0.399803281,2.857550621,2.698402405,2.774542809,279.8120117,0.221009374,0.210641488,0.048858643,101694.375,5.291469132,24,158,18.97664515,273.5975657,272.2581467,3.171711295,0.068042887,67.97166815,28.4678333,54.91485744,118.8952003,74.70370632,24.286478559796876,63.790313412616314
42,42,2021-02-01 18:00:00,13.36920927,55.24611099,274.8586426,1.28185463,0.399174333,2.653935432,2.013526917,2.419682503,279.6948242,0.225031614,0.168548599,0.140487671,101675.625,5.289620901,24,158,18.9586509,273.7914148,271.6027198,3.975657798,0.05172002,45.19462171,23.07247544,116.9765477,137.3784356,126.825625,46.40809804429854,-65.32480480196733
43,43,2021-02-01 19:00:00,12.91651227,55.27199307,274.8273926,1.282606125,0.430037022,2.712183952,2.183265686,2.421656609,279.5458984,0.242385805,0.160891771,0.179931641,101758.125,5.290871531,24,158,18.15292038,281.801931,279.2859059,4.18254414,0.007543043,43.33691603,107.8519802,115.5469646,136.4724864,128.4489192,55.94898988740969,27.137884098566616
44,44,2021-02-01 20:00:00,12.48357999,55.39790375,273.8491211,1.288874626,0.289656579,2.370571136,1.728126526,2.228969574,278.6567383,0.17043668,0.141723633,0.086029053,101774.1875,5.290442653,24,158,16.85615057,303.2146285,300.721114,3.272065474,0.016703624,56.98914618,140.2746478,116.8185932,125.3168957,119.2696545,63.731967791104005,
47,47,2021-02-01 23:00:00,12.23319063,55.4523206,273.7219238,1.290314674,,,,,278.3210449,,,,101760.5625,5.163580302,24,158,5.789541751,194.9506881,107.5831923,2.260252661,0.016703624,141.5043268,26.58743053,,,,69.08751913795346,
48,48,2021-03-01 00:00:00,12.54911158,55.34990282,274.6098633,1.289616585,0.266586006,2.301758766,1.676307678,2.163086891,278.5863037,0.159840703,0.130076885,0.081848145,101933.5625,4.925999803,24,158,17.33568353,122.8786152,122.4394279,3.135149064,0.048625186,119.5189452,65.89711861,61.91306455,68.58548505,63.0182205,61.95837311443929,56.542309317457544
49,49,2021-03-01 01:00:00,12.99147703,55.22957635,276.244873,1.280282021,0.433709681,2.787067413,2.299231529,2.422834396,279.340332,0.246271253,0.123785093,0.212890625,101960.375,4.932305809,24,158,18.51721901,103.5901766,102.2311332,4.026603372,0.020084179,140.3085726,112.3770863,45.41898793,43.52001256,43.87237614,62.53970581167998,34.60821949539427
50,50,2021-03-01 02:00:00,13.56699384,55.18206911,276.8620605,1.279921532,0.484597087,2.827404022,2.333656311,2.41650486,279.4056396,0.272533655,0.111199133,0.248779297,101954.9375,4.932775417,24,158,18.89496702,96.67739629,95.17814934,4.535130653,0.083417775,141.5155814,162.6463639,39.959468,35.18022453,35.76040947,56.69373077821326,-67.46821452016232
51,51,2021-03-01 03:00:00,14.11930598,55.14530413,277.3122559,1.278132439,0.506143034,2.818258286,2.225624084,2.486410141,279.6300049,0.279138684,0.120846167,0.238128662,101995.0625,4.933278725,24,158,19.04517375,98.99731305,97.6042471,5.540068852,0.099094144,137.9845379,145.5065294,34.01219083,40.34538175,35.7726431,55.588785050192904,63.11077653787392
52,52,2021-03-01 04:00:00,14.57458828,55.09798623,277.7070313,1.274728775,0.810254157,3.122550964,2.658301353,2.693572998,279.7432861,0.434647799,0.115683004,0.418670654,101930.5,4.930418433,24,158,13.73646055,136.9592403,109.9104478,6.820685903,0.092312684,134.6094378,145.1005975,34.71565406,48.88920753,48.69063728,64.51988552030795,75.01104527754364
64,64,2021-03-01 16:00:00,14.48476326,55.12304578,278.6425781,1.273566246,4.354645729,5.912127495,5.324988365,5.355424881,279.7432861,2.21241641,0.482940674,2.158325195,102121.5625,5.289540311,24,158,17.32584767,282.9082215,278.6849315,13.59315433,0.260593039,32.56496047,2.549022199,161.9308727,147.6324895,148.9241994,66.11997102984338,-83.86409069180903
65,65,2021-03-01 17:00:00,14.02974705,55.19803314,278.3515625,1.275961876,4.168813229,6.056398392,5.313919067,5.424964905,279.6300049,2.132549524,0.564086914,2.034423828,102234.4375,5.291838288,24,158,19.28662074,280.0540978,278.4967985,13.66185863,0.315400392,33.09358179,9.294821074,162.5325727,147.6520434,152.1854677,65.4032166893974,89.20197741276762
66,66,2021-03-01 18:00:00,13.3801624,55.24026749,277.855957,1.278614044,4.14482975,5.883514404,5.42718792,5.442327499,279.4056396,2.216216326,0.400146484,2.1796875,102202.1875,5.28966696,24,158,19.04177736,277.1258359,275.1423021,12.83242066,0.299178372,33.76118556,11.8763169,162.8807741,153.7262129,154.6394743,61.38111656666719,-72.98138095288631
67,67,2021-03-01 19:00:00,12.88194478,55.27969019,275.7414551,,,,,,,,,,102326.625,5.290237119,24,158,18.1566162,283.7706323,281.6397223,8.74003525,0.209548778,52.0126696,2.638644643,,,,49.62705268025641,-75.7216330724734
68,68,2021-03-01 20:00:00,12.44012427,55.40891348,275.4460449,1.294678688,2.258251905,5.439678192,3.961585045,4.206450462,278.5863037,1.173750877,0.412628174,1.093078613,102337.25,5.288140012,24,158,16.70277287,299.8135728,298.0296029,9.196839538,0.016703624,72.5169076,142.9661589,168.6020728,114.8847953,121.4713546,45.51269527651453,
72,72,2021-04-01 00:00:00,13.00523479,55.23008988,275.9960938,1.285987854,3.932034016,6.321713448,5.375891685,5.483383179,279.2019043,2.055168629,0.597168207,1.959716797,102321.6875,5.11054757,24,158,19.26081429,102.1803838,100.5099879,11.22011275,0.221965584,124.2001748,168.509774,11.11032002,43.14671428,38.71354015,44.71016275078449,89.01976185127639
73,73,2021-04-01 01:00:00,13.56507208,55.17830085,276.5871582,1.286355019,3.881447315,6.811666489,5.552161217,5.664937973,279.427002,2.10221386,0.631961107,2.004638672,102213.6875,5.10797454,24,158,19.12539063,97.56607026,94.78504243,11.80288001,0.25999795,130.8940922,173.9495232,14.6821588,38.6973578,34.44804445,45.67913466528958,88.73456560949145
74,74,2021-04-01 02:00:00,14.12694767,55.13740536,277.6745605,1.276497841,4.142685413,6.52259922,5.445349693,5.828409195,279.6594238,2.147438288,0.756784141,1.951416016,102220.1875,5.108789642,24,158,19.10614828,98.66042101,97.25865274,12.81341264,0.26937916,139.2957949,166.737843,16.20053964,42.31512933,35.92688852,56.55444762575182,83.99649569275016
75,75,2021-04-01 03:00:00,14.58194768,55.09716785,277.6501465,1.277017593,4.555881977,6.423750877,5.815711021,5.858784676,279.6264648,2.357261181,0.631329417,2.270874023,102138.375,5.110034936,24,158,13.38516129,140.5976344,106.9505376,12.52430946,0.267951229,130.9599165,162.028859,33.09044547,48.4111547,47.77733893,57.910454176557906,88.97939666003325
87,87,2021-04-01 15:00:00,14.47168305,55.13047415,277.826416,1.277070999,3.527486086,5.981637001,5.359412193,5.425447464,279.6264648,1.833109617,0.594531357,1.733703613,102120.625,4.844054582,24,158,17.75581182,284.8231371,282.9598517,11.02240186,0.209717612,37.14932398,11.24220051,142.0070291,143.2005335,143.2003961,65.81052767378551,-88.28234884266976
88,88,2021-04-01 16:00:00,13.99769932,55.2092022,277.6313477,1.279821396,3.282151937,5.964916229,4.911047935,5.39134407,279.6508789,1.705988169,0.657721043,1.507324219,102201.3125,4.840480351,24,158,18.75165422,279.4465379,277.4469239,10.69010025,0.213661486,34.18582211,13.90447563,169.7257827,146.1503013,151.6447967,63.26110180540945,83.54244828809323
89,89,2021-04-01 17:00:00,13.38459538,55.24265374,277.3208008,1.281511307,3.258046627,5.668754578,5.154700279,5.184404373,279.427002,1.734939337,0.412481785,1.685058594,102166.75,4.840949839,24,158,18.1128115,275.0407547,273.5715341,10.88914067,0.199807083,32.29002616,8.530868742,177.1201868,152.3588095,153.4611044,61.28150797254007,-77.89759712235157
90,90,2021-04-01 18:00:00,12.90807652,55.27126023,277.0087891,1.281452179,3.366308689,5.479940414,5.043616295,5.070980072,279.2019043,1.754561424,0.381347716,1.711425781,102227.5625,4.841585523,24,158,17.64656409,281.8726953,279.9008272,10.94769105,0.143291551,38.50071622,8.040416882,171.686949,144.5448668,145.5937101,61.40011099423802,-72.05875590650136
91,91,2021-04-01 19:00:00,12.48043761,55.39403894,275.3842773,1.293132782,1.836564064,4.836105347,3.694861412,3.858273506,278.3485107,0.961625338,0.31892401,0.903747559,102246.75,4.842797408,24,158,15.81014221,304.2902141,301.5774018,8.35990665,0.016703624,72.44354466,139.41836,154.4726012,107.4021132,111.9035552,49.13385717220835,
94,94,2021-04-01 22:00:00,12.23831404,55.45250081,274.4313965,1.291763306,,,,,277.5996094,,,,102139.1875,5.053460555,24,158,7.323556731,193.5114154,108.3071066,7.495827196,0.016703624,118.3548816,27.31134481,,,,46.661988169158946,
95,95,2021-04-01 23:00:00,12.56687438,55.34436982,275.4731445,1.291361809,1.890412807,4.989170074,3.708655357,3.87734127,277.8720703,0.987381935,0.321145773,0.931640625,102262.375,5.109721344,24,158,17.9769287,122.4503087,121.1758621,9.185046974,0.144309509,109.7150407,162.2138365,17.13621973,69.47982096,64.2735145,50.89090274740341,-76.61030143546685
96,96,2021-05-01 00:00:00,13.03425371,55.22573482,277.0146484,1.280966759,3.289521933,5.521195412,5.06119442,5.088395119,278.7851563,1.715350866,0.397705197,1.668212891,102225.0,5.044666384,24,158,19.11743509,101.3697654,99.87948136,10.70250298,0.164452755,144.7543084,169.6553369,2.307736349,28.80472856,27.40867906,64.63378972367809,-69.77585554560757
97,97,2021-05-01 01:00:00,13.59152267,55.18002273,277.1669922,1.281816483,3.288161755,5.650938988,5.179846764,5.202964783,278.8197021,1.734265804,0.381588876,1.691894531,102187.0625,5.01988366,24,158,19.1925854,97.51931998,95.7962963,10.70747881,0.178784403,150.4495605,177.6050641,11.41825754,23.37413138,22.28140372,66.24585678008019,-86.5986396275651
98,98,2021-05-01 02:00:00,14.12941201,55.12754226,277.4006348,1.278827667,3.323803186,5.948316574,4.895911217,5.382226944,279.1809082,1.721202374,0.66291517,1.51184082,102222.875,5.022538679,24,158,18.10363015,101.2873908,100.3881718,11.19036694,0.207835624,144.9035479,164.2962594,5.503085769,31.63294569,26.97072188,65.29171974368666,84.68443121708512
99,99,2021-05-01 03:00:00,14.57887809,55.09201869,277.5371094,1.278503418,3.642276525,6.045506477,5.359656334,5.411546707,279.3410645,1.882866979,0.516821384,1.810546875,102109.5,5.019113197,24,158,12.93436123,79.54628888,106.0577308,11.30752989,0.219317673,137.974749,160.1044702,1.52466502,38.19576945,36.33707347,64.03247979315016,86.16220099313176
110,110,2021-05-01 14:00:00,14.63715989,55.09772291,277.5202637,1.275918961,3.990469217,6.240324974,5.508826256,5.58643055,279.4782715,2.061317682,0.611181736,1.964111328,101890.5,4.870525711,24,158,9.993824228,155.2484754,226.6129097,12.48862769,0.257666951,1.453887707,33.68048385,119.9940055,172.9276565,168.9834121,48.06679736354246,80.29339350317153
111,111,2021-05-01 15:00:00,14.23398922,55.17358261,277.3486328,1.275373459,3.542666435,6.063446999,5.015295982,5.448370934,279.1809082,1.83287859,0.6489259,1.646484375,102045.5625,4.832440299,24,158,18.60598911,287.8299456,286.1066973,12.68459368,0.241008758,61.80296809,28.39252854,173.1791609,123.3130262,131.4411848,44.30372920410152,77.71416875079909
112,112,2021-05-01 16:00:00,13.69994516,55.21630691,276.9064941,1.282907486,3.265041351,6.208181381,4.893836021,5.321730614,278.9195557,1.71613574,0.662347555,1.528747559,102017.5625,4.839138431,24,158,18.62767296,273.2278728,271.7886998,11.95080995,0.211215851,50.22813741,11.90127846,174.4761921,137.0434574,146.0477794,41.560562365174455,79.88742131253402
113,113,2021-05-01 17:00:00,13.16675844,55.24548205,276.2727051,1.283760071,3.331316233,6.086179733,5.084998131,5.181028366,278.859375,1.771401763,0.502469003,1.694946289,102031.25,4.845885001,24,158,17.4062069,276.6455012,275.2119484,10.68474537,0.174377821,56.31631899,7.967522332,175.3415947,134.5529518,138.3313484,38.89562940382305,87.24442606481341
114,114,2021-05-01 18:00:00,12.70291603,55.31176095,275.0869141,,,,,,,,,,102136.5625,4.846532644,24,158,16.57877759,297.9159652,295.9915704,7.938681255,0.139098287,80.67613862,24.83075404,,,,35.31543177967566,-88.83918359491572
115,115,2021-05-01 19:00:00,12.32508546,55.44250275,274.6276855,1.292510033,,,,,277.5996094,,,,101967.75,4.840925021,24,158,13.3579798,288.9442471,258.7333333,6.632761716,0.016703624,46.47392133,177.7375715,,,,32.259411998707165,
116,116,2021-05-01 20:00:00,12.26410467,55.46277217,274.5407715,1.292162895,,,,,277.5996094,,,,101954.875,4.842277668,24,158,8.421051144,159.9383086,91.77227723,6.52487087,0.016703624,117.8584529,10.77651544,,,,29.63073015426465,
117,117,2021-05-01 21:00:00,12.60960346,55.5098838,274.9855957,1.291291237,1.628118277,4.689003944,3.54190731,3.700087547,277.8720703,0.859132171,0.316119492,0.79510498,102038.9375,4.839505857,24,158,15.66943099,117.6835426,124.7525976,7.82747314,0.016703624,82.60981668,43.75683582,34.11539821,93.43546276,87.64648418,27.36241429739833,
118,118,2021-05-01 22:00:00,12.69524396,55.6389996,274.3294067,,,,,,,,,,101996.25,4.82594047,24,158,14.99833024,355.0656905,354.1456353,5.749549545,0.016703624,152.0290562,86.85012647,,,,22.116579114026734,
119,119,2021-06-01 00:00:00,12.96316898,55.24525881,275.8239746,1.283480644,3.358080387,6.738088608,4.925452232,5.291555405,278.6616211,1.759765148,0.743164122,1.583740234,101818.8125,5.281861195,24,158,18.9989056,102.8321303,100.7823128,10.24896621,0.14491385,100.9892882,164.8718078,15.55404897,66.84349294,57.26852651,21.771600994054808,85.65412064270289
120,120,2021-06-01 01:00:00,13.55318435,55.19053214,275.9240112,1.283425331,3.578119516,7.185143471,5.34244442,5.697813988,278.9360352,1.950242281,0.841925144,1.757568359,101644.9375,5.289403447,24,158,19.33427835,98.69117704,96.93481604,11.3646779,0.246219514,108.737155,153.650411,11.07167212,60.4558808,51.3139321,25.67197104442127,70.58522700455468
121,121,2021-06-01 02:00:00,14.07399117,55.14390237,276.2850342,1.279011726,4.184913635,7.260825157,5.460486412,6.12647438,279.2099609,2.189788342,0.933935583,1.910705566,101580.8125,5.288446472,24,158,18.91104651,99.59861631,97.52575848,12.66694636,0.284314763,114.9107294,153.0315894,16.28135845,57.08651135,46.89410565,32.436487836875784,70.55734784982364
122,122,2021-06-01 03:00:00,14.56445018,55.09664845,277.1894836,1.269904137,4.908680439,6.808745384,6.225745201,6.28467083,279.2165527,2.565229893,0.723303258,2.452636719,101339.9375,5.290781474,24,158,13.85493274,88.4755736,106.9415211,13.38699935,0.30042793,123.5689837,153.6432266,69.17515224,55.50728649,56.52793926,50.51050483811832,80.584747685134
126,126,2021-06-01 07:00:00,14.64401502,55.10238224,277.4087524,1.263998985,4.621825695,6.813304901,5.970984459,6.291378021,279.3198242,2.414834499,1.022894382,2.130981445,101123.8125,4.842367335,24,158,9.30519802,142.835632,227.6808373,12.05329298,0.262896919,26.47663319,41.76675845,158.6323741,159.050718,167.1928879,74.15747050421676,89.44759568155038
127,127,2021-06-01 08:00:00,14.24489175,55.22552311,277.3996582,1.26525116,3.852527142,6.907507896,5.2993536,6.061778069,279.2305908,2.021695375,1.143225193,1.607421875,101261.4375,4.841529904,24,158,20.93574059,301.9674674,301.939331,11.66702039,0.181460136,49.65019722,36.20389418,98.60320664,126.2857819,119.939682,72.28913382071602,85.73543686238742
128,128,2021-06-01 09:00:00,13.8571079,55.38043383,275.4993591,1.266485214,3.304548264,6.816074371,4.56119442,5.927387238,,1.754722118,1.136413574,1.240661621,100916.125,4.852889833,24,158,12.41985279,214.5108601,251.1247783,9.043037749,0.281402178,11.12450497,16.74566585,170.2524151,173.3375172,176.2532048,60.00027333156072,87.87044415287384
130,130,2021-06-01 11:00:00,14.03699307,55.2933185,276.3707886,1.267139435,2.999139547,6.68076992,3.821632385,5.959698677,,1.585114479,1.306714058,0.837463379,100900.0625,4.923635264,24,158,20.44772113,129.2880934,126.6546409,8.393961594,0.185268389,121.7505072,148.6406044,55.94814373,59.31457592,54.77827526,68.40514816813814,-84.70475471482182
131,131,2021-06-01 12:00:00,14.48721435,55.12140653,277.2685547,1.267037392,3.283718586,6.891044617,4.686805725,5.876344681,279.2165527,1.731216788,1.167187691,1.231018066,101080.0625,4.925343782,24,158,18.70288891,108.8129795,107.899157,9.328640612,0.133046995,156.8112171,154.9016,57.73243952,24.48407221,41.3853631,84.7103741580107,82.80075705212023
134,134,2021-06-01 15:00:00,14.52516968,55.11801834,277.2207031,1.265203476,2.827530861,6.624643326,4.26285553,5.585642815,279.2165527,1.490863204,1.038464427,1.032348633,100981.25,5.202803528,24,158,16.15525813,288.3316156,270.6596558,9.022607149,0.139192389,1.584057665,10.9615102,144.1353805,178.7617309,159.7753036,89.07559816463628,-78.37883396798782
135,135,2021-06-01 16:00:00,14.0451462,55.2072216,277.1601563,1.265687943,2.415677309,6.30862236,3.617225647,5.46462822,279.2099609,1.277766228,1.034533978,0.720947266,101029.1875,5.199739776,24,158,20.10783879,281.6995606,280.1789203,8.215040328,0.118309921,14.24424026,10.20353324,146.3677411,165.868504,153.9632458,85.934680039053,89.97539829571006
136,136,2021-06-01 17:00:00,13.36621903,55.24656043,276.9577637,1.265953064,1.978779793,5.844940186,3.506385803,4.913140297,278.8200684,1.052649975,0.798816144,0.676940918,100961.5625,5.199673346,24,158,20.12619589,273.5765612,271.9689832,7.91706842,0.088905069,17.08759371,15.09550619,155.6100116,172.509891,161.4790988,74.88138946672164,-72.93551063684106
137,137,2021-06-01 18:00:00,12.85542759,55.28094133,275.3811035,,,,,,,,,,101061.0,5.199754281,24,158,19.24844461,286.8992329,285.3431647,7.019602589,0.130746877,54.50090353,15.17564201,,,,50.842261124546035,-59.48119333383545
138,138,2021-06-01 19:00:00,12.40733643,55.41914725,275.3537598,1.274770737,1.227112889,4.250163078,3.128578186,3.523296356,277.65625,0.654288471,0.353082359,0.536865234,101018.3125,5.199683117,24,158,16.45542147,294.9518623,292.9223616,7.545210268,0.016703624,65.7225422,148.0734002,135.154062,117.1519601,119.6392572,47.199819433869436,
142,142,2021-06-01 23:00:00,12.47339854,55.37392782,275.2700195,1.275305748,1.176194668,4.121581078,3.071326256,3.379014969,277.4619141,0.62668097,0.305047691,0.53918457,100913.375,5.380412662,24,158,17.31054425,128.618588,127.0231334,7.31606306,0.016703624,100.2083296,46.02737164,39.45621601,76.60892216,71.76891056,47.23146300114428,
143,143,2021-07-01 00:00:00,12.8982934,55.2477248,276.8818359,1.264369011,1.57280302,5.068153381,2.982092857,4.360134125,278.4414063,0.827497363,0.62927866,0.506591797,100886.75,5.344907698,24,158,19.43256262,103.8304297,100.5919713,6.832788441,0.092883802,157.1427086,133.9060862,27.30796708,12.16738786,26.73242844,77.7346799379291,-33.314114926138956
144,144,2021-07-01 01:00:00,13.51275378,55.19184459,276.9384766,1.264065742,1.488723636,5.074883461,2.518958092,4.643463135,278.8183594,0.78955096,0.705456614,0.333740234,100816.6875,5.379292922,24,158,19.30555993,98.61966988,94.6798237,5.645789446,0.046694735,175.7783895,155.4167155,21.25118142,8.636552035,18.12818796,-89.54178677425062,70.09653919436364
145,145,2021-07-01 02:00:00,14.04494687,55.1585433,276.9797363,1.265042305,1.602911234,5.304310799,2.295945168,5.03637886,279.1519775,0.849532127,0.807190061,0.25213623,100897.0,5.379182973,24,158,19.24394125,96.24121171,91.33241331,4.954494235,0.073378307,171.5655536,130.6576867,17.55767881,8.693068868,15.64196836,-80.23314029397353,41.99010002380583
146,146,2021-07-01 03:00:00,14.5326136,55.10573211,277.003418,1.264411926,1.694821954,5.403108597,2.432167053,5.084651947,279.0793457,0.896520615,0.83353281,0.304870605,100793.5625,5.381737796,24,158,16.03544873,101.4336272,103.4444342,4.53678065,0.056164269,175.3794445,157.6788308,35.5188895,7.218979762,32.43331058,-71.93501026561364,81.12326501672972
155,155,2021-07-01 15:00:00,14.49964315,55.12867054,276.3796997,1.265812874,1.4456563,4.946176529,3.097694397,4.370968819,279.0793457,0.766721487,0.626495361,0.409423828,100713.8125,5.466283593,24,158,17.10524017,292.3876004,282.1108702,6.035376449,0.116673393,64.62687558,71.37009985,130.1278879,113.2353593,124.203499,37.48399462249442,30.740770356812842
156,156,2021-07-01 16:00:00,14.00836757,55.20748754,276.0273438,1.268717766,1.253147602,4.744260788,2.773597717,4.2579813,279.1519775,0.663587689,0.56048274,0.297546387,100813.125,5.470061554,24,158,18.8595427,275.5442461,275.1966056,5.876902512,0.09661649,63.47924411,66.28674212,143.7957383,117.5233193,138.2814675,31.717361533765988,28.909863518242183
157,157,2021-07-01 17:00:00,13.368433,55.23922449,275.2485657,1.271486282,1.162892938,4.412177086,2.691993713,3.781439781,278.6367188,0.617958128,0.46496582,0.388336182,100805.4375,5.467558583,24,158,18.61430132,275.587603,275.3864157,5.579129935,0.048939764,68.16450774,39.89379652,148.6397837,117.8063486,135.0929239,27.221907930718345,55.49261914332938
158,158,2021-07-01 18:00:00,12.9327612,55.26890594,275.1748962,1.271660805,1.121630192,4.279541016,2.732582092,3.639404297,278.4414063,0.595588982,0.444458008,0.390625,100866.0,5.467538594,24,158,17.66321196,280.8124879,280.6900456,5.479195635,0.041881037,78.00974476,49.27405152,144.2812831,109.9019725,128.6163165,22.68030087145787,-30.035902851037612
159,159,2021-07-01 19:00:00,12.48793314,55.39223883,274.3848877,1.27911377,0.615888059,3.344630241,2.341650963,2.814552307,277.4619141,0.34028548,0.233764648,0.247253418,100844.875,5.470987351,24,158,16.91205136,303.7157404,302.4667568,4.736961281,0.016703624,110.7077858,138.529005,114.839468,74.905159,93.55772972,11.758971068383763,
163,163,2021-07-01 23:00:00,12.33516701,55.43070229,273.0817871,1.279865265,,,,,277.0568848,,,,100720.1875,5.63715168,24,158,13.26121443,131.2599389,112.6721124,3.821982754,0.016703624,76.36297747,31.67635058,,,,9.035089848464738,
164,164,2021-08-01 00:00:00,12.97666039,55.23768154,274.7980957,1.273604393,0.919676065,4.081033707,2.555090904,3.455494881,278.3273926,0.492909491,0.378295958,0.315673828,100836.5625,5.108994157,24,158,19.08918929,102.4697814,100.8284648,5.139278829,0.044848154,94.55704639,76.33116536,48.45379672,86.00658259,63.62432132,15.385511233205834,24.497299479589998
165,165,2021-08-01 01:00:00,13.58122246,55.17387528,275.4685059,1.272360802,0.805436254,3.963411331,2.05216217,3.638238907,278.6072998,0.432195604,0.383783042,0.179199219,100759.3125,5.111035039,24,158,18.33677251,98.9340131,95.56486486,4.298154747,0.083812084,107.25044,79.41510875,50.57768606,75.2101705,55.82643866,22.815304827116186,-5.020026381317579
166,166,2021-08-01 02:00:00,14.06158292,55.13931085,276.3584595,1.265699387,0.729916394,4.096439362,2.67313385,4.067605019,278.984375,0.391475976,0.389022887,0.031677246,100802.0,5.10810112,24,158,18.03925881,97.63647808,95.82933009,2.652880104,0.105868737,122.2902157,86.38545996,45.7274586,59.01563228,45.73123134,38.119545796534986,2.2147900457590057
167,167,2021-08-01 03:00:00,14.53310384,55.09779621,276.8128357,1.262140274,0.764309704,4.149739265,3.279029846,4.094732285,279.369751,0.409998655,0.404150426,0.039611816,100725.0,5.109132787,24,158,15.54264469,104.5527245,96.26132531,2.315114678,0.037196195,159.6411178,107.7792473,50.14520974,50.3445849,49.93674798,75.90244305980079,24.040572594623907
176,176,2021-08-01 15:00:00,14.45295226,55.13957303,277.3830566,1.265982628,0.679089785,3.802821159,2.209754944,3.594666481,279.369751,0.367279112,0.344973326,0.114196777,101015.5625,5.199698051,24,158,18.3847092,289.4637533,287.3038386,3.48373035,0.112605496,80.99865236,74.78936955,116.2397443,90.35024277,113.621462,26.305186215234954,32.5144690277493
177,177,2021-08-01 16:00:00,13.99777904,55.21712342,276.8869019,1.271080017,0.616851449,3.791272163,2.320349693,3.4165411,278.984375,0.332232177,0.283709764,0.142211914,101170.375,5.199774063,24,158,19.21862642,277.2917371,274.5405405,4.254842162,0.104760117,72.087166,80.72172778,136.2729589,101.8225423,128.2578298,22.453374541911334,13.818812760372332
178,178,2021-08-01 17:00:00,13.29405166,55.25830192,276.1376953,1.275192261,0.72779882,3.62991333,2.773047447,3.055231094,278.4875488,0.393304646,0.255262554,0.275421143,101202.9375,5.199697113,24,158,18.39271435,274.3679056,272.0653441,5.668796561,0.016703624,69.87122198,168.9304177,136.2001207,105.3710802,115.6940592,22.19412210339696,
